x,y,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,ID,SNOW_ON_GROUND_FLAG,LOCAL_DATE,TOTAL_PRECIPITATION,MIN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND,COOLING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS,LOCAL_MONTH,TOTAL_SNOW_FLAG,TOTAL_RAIN,MAX_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,MAX_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,PROVINCE_CODE,MIN_TEMPERATURE,CLIMATE_IDENTIFIER,LOCAL_DAY,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,STATION_NAME,TOTAL_SNOW,MAX_TEMPERATURE,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG
-114.0133333,51.1225,,2022,3031092.2022.1.13,,2022-01-13 0:00,0,,36,,T,,4.1,,3,,0,1,T,0,89,,,,AB,-2,3031092,13,47,13.9,CALGARY INTL A,0,10.1,36,
-114.0133333,51.1225,,2022,3031092.2022.1.14,,2022-01-14 0:00,0,,30,,,,3.3,,2,,0,1,,0,85,,,,AB,-1.7,3031092,14,63,14.7,CALGARY INTL A,0,8.3,37,
-114.0133333,51.1225,,2022,3031092.2022.1.15,,2022-01-15 0:00,0,,30,,,,4.2,,3,,0,1,,0,64,,,,AB,-1.3,3031092,15,63,13.8,CALGARY INTL A,0,9.7,31,
-114.0133333,51.1225,,2022,3031092.2022.1.16,,2022-01-16 0:00,0,,30,,,,1.2,,2,,0,1,,0,71,,,,AB,-5.4,3031092,16,32,16.8,CALGARY INTL A,0,7.7,47,
-114.0133333,51.1225,,2022,3031092.2022.1.17,,2022-01-17 0:00,0,,3,,T,,0.2,,2,,0,1,T,0,82,,,,AB,-11.1,3031092,17,83,17.8,CALGARY INTL A,0,11.4,34,
-114.0133333,51.1225,,2022,3031092.2022.1.18,,2022-01-18 0:00,0.2,,35,,,,-14.7,,2,,0,1,,0,79,,,,AB,-18.1,3031092,18,70,32.7,CALGARY INTL A,0.2,-11.2,66,
-114.0133333,51.1225,,2022,3031092.2022.1.19,,2022-01-19 0:00,0,,,,T,M,-16,M,2,,0,1,T,0,82,,,,AB,-20.8,3031092,19,,34,CALGARY INTL A,0,-11.1,63,
-114.0133333,51.1225,,2022,3031092.2022.1.20,,2022-01-20 0:00,0.2,,29,,,,-1.7,,1,,0,1,,0.2,76,,,,AB,-13.1,3031092,20,67,19.7,CALGARY INTL A,0,9.8,34,
-114.0133333,51.1225,,2022,3031092.2022.1.21,,2022-01-21 0:00,0,,30,,,,1.5,,2,,0,1,,0,72,,,,AB,-2,3031092,21,39,16.5,CALGARY INTL A,0,5,41,
-114.0133333,51.1225,,2022,3031092.2022.1.22,,2022-01-22 0:00,0,,29,,,,5.7,,1,,0,1,,0,72,,,,AB,-1,3031092,22,58,12.3,CALGARY INTL A,0,12.3,30,
-114.0133333,51.1225,,2022,3031092.2022.1.23,,2022-01-23 0:00,0,,28,,,,6.3,,1,,0,1,,0,66,,,,AB,-1.3,3031092,23,48,11.7,CALGARY INTL A,0,13.9,18,
-114.0133333,51.1225,,2022,3031092.2022.1.24,T,2022-01-24 0:00,0,,35,,T,,0.5,,0,,0,1,T,0,89,,,,AB,-1.6,3031092,24,55,17.5,CALGARY INTL A,0,2.6,59,
-114.0133333,51.1225,,2022,3031092.2022.1.25,T,2022-01-25 0:00,0,,29,,,,1.5,,0,,0,1,,0,82,,,,AB,-6.5,3031092,25,66,16.5,CALGARY INTL A,0,9.4,21,
-114.0133333,51.1225,,2022,3031092.2022.1.26,T,2022-01-26 0:00,0,,36,,,,0.9,,0,,0,1,,0,58,,,,AB,-3.7,3031092,26,58,17.1,CALGARY INTL A,0,5.4,30,
-114.0133333,51.1225,,2022,3031092.2022.1.27,T,2022-01-27 0:00,0,,28,,,,-0.2,,0,,0,1,,0,67,,,,AB,-9.4,3031092,27,51,18.2,CALGARY INTL A,0,9.1,14,
-114.0133333,51.1225,,2022,3031092.2022.1.28,,2022-01-28 0:00,0,,29,,,,5.2,,,,0,1,,0,35,,,,AB,-1.7,3031092,28,51,12.8,CALGARY INTL A,0,12.1,10,
-114.0133333,51.1225,,2022,3031092.2022.1.29,,2022-01-29 0:00,0,,28,,,,2.8,,,,0,1,,0,47,,,,AB,-2.9,3031092,29,48,15.2,CALGARY INTL A,0,8.5,20,
-114.0133333,51.1225,,2022,3031092.2022.1.30,,2022-01-30 0:00,0,,28,,,,4.1,,,,0,1,,0,62,,,,AB,-1.9,3031092,30,52,13.9,CALGARY INTL A,0,10,29,
-114.0133333,51.1225,,2022,3031092.2022.1.31,T,2022-01-31 0:00,0.4,,36,,,,-6.3,,0,,0,1,,0,75,,,,AB,-16.1,3031092,31,85,24.3,CALGARY INTL A,0.4,3.6,51,
-114.0133333,51.1225,,2022,3031092.2022.2.1,,2022-02-01 0:00,2.2,,,,,M,-19.2,M,1,,0,2,,0,79,,,,AB,-22.4,3031092,1,,37.2,CALGARY INTL A,2.2,-16,63,
-114.0133333,51.1225,,2022,3031092.2022.2.2,,2022-02-02 0:00,0,,19,,T,,-21.9,,2,,0,2,T,0,76,,,,AB,-25.5,3031092,2,42,39.9,CALGARY INTL A,0,-18.2,66,
-114.0133333,51.1225,,2022,3031092.2022.2.3,,2022-02-03 0:00,0,,35,,T,,-13.2,,2,,0,2,T,0,81,,,,AB,-19.4,3031092,3,46,31.2,CALGARY INTL A,0,-6.9,51,
-114.0133333,51.1225,,2022,3031092.2022.2.4,,2022-02-04 0:00,0,,28,,T,,-4.6,,2,,0,2,T,0,85,,,,AB,-17.2,3031092,4,65,22.6,CALGARY INTL A,0,8,33,
-114.0133333,51.1225,M,2022,3031092.2022.2.5,T,2022-02-05 0:00,0,M,28,,,,,,0,M,,2,,0,70,M,M,,AB,,3031092,5,58,,CALGARY INTL A,0,,34,
-114.0133333,51.1225,M,2022,3031092.2022.2.6,,2022-02-06 0:00,0,M,28,,,,,,,M,,2,,0,77,M,M,,AB,,3031092,6,67,,CALGARY INTL A,0,,20,
-114.0133333,51.1225,M,2022,3031092.2022.2.7,,2022-02-07 0:00,,M,27,,M,,,,,M,,2,M,,75,M,M,M,AB,,3031092,7,72,,CALGARY INTL A,,,16,
-114.0133333,51.1225,,2022,3031092.2022.2.8,,2022-02-08 0:00,0,,30,,,,6.5,,,,0,2,,0,38,,,,AB,3.2,3031092,8,60,11.5,CALGARY INTL A,0,9.8,26,
-114.0133333,51.1225,,2022,3031092.2022.2.9,,2022-02-09 0:00,0,,29,,,,6.9,,,,0,2,,0,47,,,,AB,0.3,3031092,9,59,11.1,CALGARY INTL A,0,13.5,28,
-114.0133333,51.1225,,2022,3031092.2022.2.10,,2022-02-10 0:00,0,,29,,,,5.9,,,,0,2,,0,54,,,,AB,-1.6,3031092,10,60,12.1,CALGARY INTL A,0,13.4,30,
-114.0133333,51.1225,,2022,3031092.2022.2.11,,2022-02-11 0:00,0,,35,,,,-1.4,,,,0,2,,0,79,,,,AB,-4.3,3031092,11,62,19.4,CALGARY INTL A,0,1.6,29,
-114.0133333,51.1225,,2022,3031092.2022.2.12,,2022-02-12 0:00,0,,29,,,,2.1,,,,0,2,,0,43,,,,AB,-3.6,3031092,12,42,15.9,CALGARY INTL A,0,7.8,19,
-114.0133333,51.1225,,2022,3031092.2022.2.13,,2022-02-13 0:00,0,,28,,,,3.8,,,,0,2,,0,60,,,,AB,-1.7,3031092,13,48,14.2,CALGARY INTL A,0,9.3,33,
-114.0133333,51.1225,,2022,3031092.2022.2.14,E,2022-02-14 0:00,1.4,,,,,M,-2,M,2,,0,2,,0,93,,,,AB,-4.1,3031092,14,,20,CALGARY INTL A,2,0.2,63,
-114.0133333,51.1225,,2022,3031092.2022.2.15,,2022-02-15 0:00,5.5,,36,,,,-4.2,,2,,0,2,,0,92,,,,AB,-7.2,3031092,15,51,22.2,CALGARY INTL A,7.2,-1.2,65,
-114.0133333,51.1225,,2022,3031092.2022.2.16,,2022-02-16 0:00,2.4,,,,,M,-7.4,M,12,,0,2,,0,90,,,,AB,-12.2,3031092,16,,25.4,CALGARY INTL A,5,-2.6,62,
-114.0133333,51.1225,,2022,3031092.2022.2.17,,2022-02-17 0:00,0,,27,,,,-0.4,,8,,0,2,,0,93,,,,AB,-8.9,3031092,17,64,18.4,CALGARY INTL A,0,8.1,36,
-114.0133333,51.1225,,2022,3031092.2022.2.18,,2022-02-18 0:00,1,,6,,,,-5.6,,1,,0,2,,0,92,,,,AB,-11,3031092,18,43,23.6,CALGARY INTL A,1.5,-0.1,76,
-114.0133333,51.1225,,2022,3031092.2022.2.19,T,2022-02-19 0:00,0,,30,,T,,2.3,,0,,0,2,T,0,89,,,,AB,-5,3031092,19,53,15.7,CALGARY INTL A,0,9.6,37,
-114.0133333,51.1225,,2022,3031092.2022.2.20,,2022-02-20 0:00,8.9,,4,,,,-12.8,,4,,0,2,,0,85,,,,AB,-20.6,3031092,20,58,30.8,CALGARY INTL A,9.8,-5,71,
-114.0133333,51.1225,,2022,3031092.2022.2.21,,2022-02-21 0:00,0.8,,,,,M,-21.5,M,9,,0,2,,0,82,,,,AB,-23.6,3031092,21,,39.5,CALGARY INTL A,1,-19.4,67,
-114.0133333,51.1225,,2022,3031092.2022.2.22,,2022-02-22 0:00,0,,,,T,M,-22.3,M,9,,0,2,T,0,77,,,,AB,-26.2,3031092,22,,40.3,CALGARY INTL A,0,-18.3,54,
-114.0133333,51.1225,,2022,3031092.2022.2.23,,2022-02-23 0:00,0,,,,T,M,-18.2,M,9,,0,2,T,0,75,,,,AB,-27,3031092,23,,36.2,CALGARY INTL A,0,-9.3,44,
-114.0133333,51.1225,,2022,3031092.2022.2.24,,2022-02-24 0:00,2,,36,,,,-7.5,,8,,0,2,,0,86,,,,AB,-9.7,3031092,24,41,25.5,CALGARY INTL A,3.8,-5.2,69,
-114.0133333,51.1225,,2022,3031092.2022.2.25,,2022-02-25 0:00,0,,30,,,,-5.7,,11,,0,2,,0,88,,,,AB,-13.8,3031092,25,39,23.7,CALGARY INTL A,0,2.4,30,
-114.0133333,51.1225,,2022,3031092.2022.2.26,,2022-02-26 0:00,0,,30,,,,1.1,,10,,0,2,,0,57,,,,AB,-7.2,3031092,26,51,16.9,CALGARY INTL A,0,9.4,18,
-114.0133333,51.1225,,2022,3031092.2022.2.27,,2022-02-27 0:00,0,,29,,,,6.6,,5,,0,2,,0,49,,,,AB,3.1,3031092,27,57,11.4,CALGARY INTL A,0,10.1,29,
-114.0133333,51.1225,M,2022,3031092.2022.2.28,,2022-02-28 0:00,0,M,28,,,,,,3,M,,2,,0,87,M,M,,AB,,3031092,28,35,,CALGARY INTL A,0,,38,
-114.0133333,51.1225,,2022,3031092.2022.3.1,,2022-03-01 0:00,0,,29,,,,2.8,,2,,0,3,,0,96,,,,AB,-6.7,3031092,1,45,15.2,CALGARY INTL A,0,12.3,27,
-114.0133333,51.1225,M,2022,3031092.2022.3.2,,2022-03-02 0:00,1.2,M,,,,M,,M,2,M,,3,,0,94,M,M,,AB,,3031092,2,,,CALGARY INTL A,1.2,,92,
-114.0133333,51.1225,,2022,3031092.2022.3.3,,2022-03-03 0:00,4.7,,,,,M,-7.9,M,2,,0,3,,0,93,,,,AB,-9.6,3031092,3,,25.9,CALGARY INTL A,5.6,-6.2,90,
-114.0133333,51.1225,,2022,3031092.2022.3.4,,2022-03-04 0:00,1.2,,34,,,,-8.2,,7,,0,3,,0,90,,,,AB,-10.6,3031092,4,42,26.2,CALGARY INTL A,2,-5.8,77,
-114.0133333,51.1225,,2022,3031092.2022.3.5,,2022-03-05 0:00,0.4,,3,,,,-5.9,,6,,0,3,,0,88,,,,AB,-10,3031092,5,35,23.9,CALGARY INTL A,0.4,-1.8,73,
-114.0133333,51.1225,,2022,3031092.2022.3.6,,2022-03-06 0:00,0,,1,,T,,-3,,4,,0,3,T,0,89,,,,AB,-7.1,3031092,6,35,21,CALGARY INTL A,0,1.1,52,
-114.0133333,51.1225,,2022,3031092.2022.3.7,,2022-03-07 0:00,0,,36,,T,,-1.3,,3,,0,3,T,0,79,,,,AB,-6.8,3031092,7,68,19.3,CALGARY INTL A,0,4.2,38,
-114.0133333,51.1225,M,2022,3031092.2022.3.8,,2022-03-08 0:00,0.6,M,1,,,,,,3,M,,3,,0,81,M,M,,AB,,3031092,8,61,,CALGARY INTL A,0.6,,50,
-114.0133333,51.1225,M,2022,3031092.2022.3.9,,2022-03-09 0:00,0,M,3,,T,,,,3,M,,3,T,0,80,M,M,,AB,,3031092,9,35,,CALGARY INTL A,0,,46,
-114.0133333,51.1225,M,2022,3031092.2022.3.10,,2022-03-10 0:00,0,M,36,,,,,,4,M,,3,,0,74,M,M,,AB,,3031092,10,54,,CALGARY INTL A,0,,23,
-114.0133333,51.1225,,2022,3031092.2022.3.11,,2022-03-11 0:00,0,,28,,,,-5.2,,4,,0,3,,0,84,,,,AB,-15.6,3031092,11,54,23.2,CALGARY INTL A,0,5.2,37,
-114.0133333,51.1225,,2022,3031092.2022.3.12,,2022-03-12 0:00,0,,29,,,,5.3,,2,,0,3,,0,66,,,,AB,1.1,3031092,12,53,12.7,CALGARY INTL A,0,9.5,25,
-114.0133333,51.1225,,2022,3031092.2022.3.13,,2022-03-13 0:00,0,,,,,M,0.7,M,1,,0,3,,0,93,,,,AB,-2.2,3031092,13,,17.3,CALGARY INTL A,0,3.5,54,
-114.0133333,51.1225,,2022,3031092.2022.3.14,T,2022-03-14 0:00,0,,26,,T,,5.2,,0,,0,3,T,0,97,,,,AB,-2.4,3031092,14,53,12.8,CALGARY INTL A,0,12.7,25,
-114.0133333,51.1225,,2022,3031092.2022.3.15,T,2022-03-15 0:00,0,,28,,,,5.9,,0,,0,3,,0,80,,,,AB,-0.7,3031092,15,64,12.1,CALGARY INTL A,0,12.4,23,
-114.0133333,51.1225,,2022,3031092.2022.3.16,T,2022-03-16 0:00,0,,28,,T,,5.1,,0,,0,3,,0,59,,,T,AB,0.4,3031092,16,52,12.9,CALGARY INTL A,0,9.7,19,
-114.0133333,51.1225,,2022,3031092.2022.3.17,,2022-03-17 0:00,0,,30,,,,4.7,,,,0,3,,0,59,,,,AB,-2.8,3031092,17,46,13.3,CALGARY INTL A,0,12.1,22,
-114.0133333,51.1225,,2022,3031092.2022.3.18,,2022-03-18 0:00,0,,29,,,,3.1,,,,0,3,,0,72,,,,AB,-4.1,3031092,18,42,14.9,CALGARY INTL A,0,10.3,24,
-114.0133333,51.1225,,2022,3031092.2022.3.19,,2022-03-19 0:00,0,,,,,M,3.8,M,,,0,3,,0,66,,,,AB,-4.2,3031092,19,,14.2,CALGARY INTL A,0,11.8,27,
-114.0133333,51.1225,,2022,3031092.2022.3.20,T,2022-03-20 0:00,0.6,,35,,,,2,,0,,0,3,,0,93,,,,AB,-1.5,3031092,20,58,16,CALGARY INTL A,0.8,5.5,25,
-114.0133333,51.1225,,2022,3031092.2022.3.21,T,2022-03-21 0:00,0,,30,,,,5.8,,0,,0,3,,0,44,,,,AB,0.3,3031092,21,49,12.2,CALGARY INTL A,0,11.2,22,
-114.0133333,51.1225,,2022,3031092.2022.3.22,,2022-03-22 0:00,0,,29,,,,7.1,,,,0,3,,0,60,,,,AB,-1,3031092,22,33,10.9,CALGARY INTL A,0,15.2,25,
-114.0133333,51.1225,,2022,3031092.2022.3.23,,2022-03-23 0:00,0,,2,,T,,9.8,,,,0,3,,0,70,,,T,AB,1.1,3031092,23,79,8.2,CALGARY INTL A,0,18.4,16,
-114.0133333,51.1225,,2022,3031092.2022.3.24,T,2022-03-24 0:00,0.4,,35,,,,1.5,,0,,0,3,,0,90,,,,AB,-2.7,3031092,24,78,16.5,CALGARY INTL A,0.4,5.7,30,
-114.0133333,51.1225,,2022,3031092.2022.3.25,,2022-03-25 0:00,0,,13,,,,1.2,,,,0,3,,0,83,,,,AB,-6.2,3031092,25,36,16.8,CALGARY INTL A,0,8.6,34,
-114.0133333,51.1225,,2022,3031092.2022.3.26,,2022-03-26 0:00,0,,,,,M,-0.2,M,,,0,3,,0,87,,,,AB,-6.5,3031092,26,,18.2,CALGARY INTL A,0,6.1,43,
-114.0133333,51.1225,,2022,3031092.2022.3.27,,2022-03-27 0:00,0,,36,,,,5.5,,,,0,3,,0,78,,,,AB,-4.4,3031092,27,40,12.5,CALGARY INTL A,0,15.3,31,
-114.0133333,51.1225,M,2022,3031092.2022.3.28,,2022-03-28 0:00,,M,,M,M,,,,,M,,3,,,,M,M,M,AB,,3031092,28,,,CALGARY INTL A,,,,M
-114.0133333,51.1225,,2022,3031092.2022.3.29,,2022-03-29 0:00,0,,,,T,M,2,M,1,,0,3,T,0,94,,,,AB,-6.5,3031092,29,,16,CALGARY INTL A,0,10.4,24,
-114.0133333,51.1225,,2022,3031092.2022.3.30,T,2022-03-30 0:00,0.2,,29,,,,7.1,,0,,0,3,T,0,90,,,,AB,-3.5,3031092,30,73,10.9,CALGARY INTL A,0,17.7,17,
-114.0133333,51.1225,,2022,3031092.2022.3.31,T,2022-03-31 0:00,0,,34,,,,4.3,,0,,0,3,,0,90,,,,AB,0.4,3031092,31,72,13.7,CALGARY INTL A,0,8.1,22,
-114.0133333,51.1225,,2022,3031092.2022.4.1,,2022-04-01 0:00,0,,14,,,,3,,,,0,4,,0,70,,,,AB,-3.5,3031092,1,32,15,CALGARY INTL A,0,9.4,25,
-114.0133333,51.1225,,2022,3031092.2022.4.2,,2022-04-02 0:00,0,,36,,T,,4.9,,,,0,4,,0,92,,,T,AB,-2,3031092,2,64,13.1,CALGARY INTL A,0,11.7,22,
-114.0133333,51.1225,,2022,3031092.2022.4.3,,2022-04-03 0:00,0,,29,,,,2.4,,,,0,4,,0,90,,,,AB,-5.3,3031092,3,44,15.6,CALGARY INTL A,0,10,22,
-114.0133333,51.1225,,2022,3031092.2022.4.4,,2022-04-04 0:00,0,,29,,T,,6.9,,,,0,4,,0,57,,,T,AB,0.3,3031092,4,73,11.1,CALGARY INTL A,0,13.5,17,
-114.0133333,51.1225,,2022,3031092.2022.4.5,,2022-04-05 0:00,0,,32,,,,6.3,,,,0,4,,0,41,,,,AB,2.7,3031092,5,63,11.7,CALGARY INTL A,0,9.8,16,
-114.0133333,51.1225,,2022,3031092.2022.4.6,,2022-04-06 0:00,0,,3,,,,3.9,,,,0,4,,0,44,,,,AB,-0.9,3031092,6,37,14.1,CALGARY INTL A,0,8.7,21,
-114.0133333,51.1225,,2022,3031092.2022.4.7,,2022-04-07 0:00,0,,15,,,,6.5,,,,0,4,,0,57,,,,AB,-4.6,3031092,7,38,11.5,CALGARY INTL A,0,17.5,19,
-114.0133333,51.1225,,2022,3031092.2022.4.8,,2022-04-08 0:00,0,,29,,,,12.9,,,,0,4,,0,45,,,,AB,4.6,3031092,8,74,5.1,CALGARY INTL A,0,21.1,12,
-114.0133333,51.1225,,2022,3031092.2022.4.9,,2022-04-09 0:00,0.4,,33,,,,4.2,,,,0,4,,0,67,,,,AB,1.6,3031092,9,56,13.8,CALGARY INTL A,0.4,6.8,30,
-114.0133333,51.1225,,2022,3031092.2022.4.10,,2022-04-10 0:00,0,,36,,,,-1.2,,,,0,4,,0,68,,,,AB,-5.5,3031092,10,61,19.2,CALGARY INTL A,0,3.2,19,
-114.0133333,51.1225,,2022,3031092.2022.4.11,,2022-04-11 0:00,0,,2,,,,-4.1,,,,0,4,,0,62,,,,AB,-8.7,3031092,11,55,22.1,CALGARY INTL A,0,0.6,18,
-114.0133333,51.1225,,2022,3031092.2022.4.12,,2022-04-12 0:00,0.6,,3,,,,-9.5,,1,,0,4,,0,83,,,,AB,-11.2,3031092,12,42,27.5,CALGARY INTL A,1.6,-7.8,61,
-114.0133333,51.1225,,2022,3031092.2022.4.13,T,2022-04-13 0:00,1.8,,1,,,,-7.7,,0,,0,4,,0,84,,,,AB,-10.2,3031092,13,43,25.7,CALGARY INTL A,2.2,-5.2,58,
-114.0133333,51.1225,,2022,3031092.2022.4.14,,2022-04-14 0:00,1.2,,2,,,,-7.8,,1,,0,4,,0,88,,,,AB,-10.3,3031092,14,37,25.8,CALGARY INTL A,1.2,-5.3,61,
-114.0133333,51.1225,,2022,3031092.2022.4.15,,2022-04-15 0:00,1,,,,,M,-5.8,M,3,,0,4,,0,89,,,,AB,-9.5,3031092,15,,23.8,CALGARY INTL A,1,-2,46,
-114.0133333,51.1225,,2022,3031092.2022.4.16,,2022-04-16 0:00,0,,13,,,,-3.3,,,,0,4,,0,86,,,,AB,-10.7,3031092,16,35,21.3,CALGARY INTL A,0,4.2,34,
-114.0133333,51.1225,,2022,3031092.2022.4.17,,2022-04-17 0:00,0,,36,,,,-1.1,,,,0,4,,0,83,,,,AB,-8.2,3031092,17,37,19.1,CALGARY INTL A,0,6,29,
-114.0133333,51.1225,,2022,3031092.2022.4.18,,2022-04-18 0:00,0,,17,,,,1.3,,,,0,4,,0,85,,,,AB,-7.2,3031092,18,51,16.7,CALGARY INTL A,0,9.7,15,
-114.0133333,51.1225,,2022,3031092.2022.4.19,E,2022-04-19 0:00,21.2,,32,,,,0.6,,3,,0,4,,0,95,,,,AB,-2.4,3031092,19,56,17.4,CALGARY INTL A,22.3,3.6,59,
-114.0133333,51.1225,,2022,3031092.2022.4.20,,2022-04-20 0:00,0.6,,33,,,,-1.5,,21,,0,4,,0,90,,,,AB,-3.8,3031092,20,55,19.5,CALGARY INTL A,1,0.8,59,
-114.0133333,51.1225,,2022,3031092.2022.4.21,,2022-04-21 0:00,0,,17,,,,0.4,,12,,0,4,,0,85,,,,AB,-4.8,3031092,21,58,17.6,CALGARY INTL A,0,5.5,57,
-114.0133333,51.1225,,2022,3031092.2022.4.22,,2022-04-22 0:00,11.8,,,,,M,0.7,M,6,,0,4,,0,96,,,,AB,-0.6,3031092,22,,17.3,CALGARY INTL A,13.4,2,73,
-114.0133333,51.1225,,2022,3031092.2022.4.23,,2022-04-23 0:00,0,,,,,M,4.1,M,5,,0,4,,0,94,,,,AB,-2.1,3031092,23,,13.9,CALGARY INTL A,0,10.3,37,
-114.0133333,51.1225,,2022,3031092.2022.4.24,,2022-04-24 0:00,0,,13,,,,7,,,,0,4,,0,80,,,,AB,-1.2,3031092,24,36,11,CALGARY INTL A,0,15.1,23,
-114.0133333,51.1225,,2022,3031092.2022.4.25,,2022-04-25 0:00,0,,27,,,,8.4,,,,0,4,,0,67,,,,AB,-0.5,3031092,25,40,9.6,CALGARY INTL A,0,17.3,16,
-114.0133333,51.1225,,2022,3031092.2022.4.26,T,2022-04-26 0:00,2,,35,,,,9.3,,0,,0,4,M,,85,,,M,AB,3.8,3031092,26,50,8.7,CALGARY INTL A,,14.7,32,
-114.0133333,51.1225,,2022,3031092.2022.4.27,T,2022-04-27 0:00,0,,35,,,,5.9,,0,,0,4,,0,86,,,,AB,-0.3,3031092,27,47,12.1,CALGARY INTL A,0,12,17,
-114.0133333,51.1225,,2022,3031092.2022.4.28,T,2022-04-28 0:00,0,,,,,M,3.8,M,0,,0,4,,0,59,,,,AB,-4.3,3031092,28,,14.2,CALGARY INTL A,0,11.8,17,
-114.0133333,51.1225,,2022,3031092.2022.4.29,,2022-04-29 0:00,0,,20,,,,6.2,,,,0,4,,0,65,,,,AB,-0.3,3031092,29,39,11.8,CALGARY INTL A,0,12.6,27,
-114.0133333,51.1225,,2022,3031092.2022.4.30,,2022-04-30 0:00,0,,16,,,,6.7,,,,0,4,,0,89,,,,AB,-0.5,3031092,30,47,11.3,CALGARY INTL A,0,13.8,27,
-114.0133333,51.1225,,2022,3031092.2022.5.1,,2022-05-01 0:00,0,,21,,,,9.4,,,,0,5,,0,68,,,,AB,3.9,3031092,1,51,8.6,CALGARY INTL A,0,14.9,31,
-114.0133333,51.1225,,2022,3031092.2022.5.2,,2022-05-02 0:00,0,,,,,M,9.1,M,,,0,5,,0,72,,,,AB,1.6,3031092,2,,8.9,CALGARY INTL A,0,16.5,29,
-114.0133333,51.1225,,2022,3031092.2022.5.3,,2022-05-03 0:00,0,,31,,,,10.8,,,,0,5,,0,81,,,,AB,2.7,3031092,3,35,7.2,CALGARY INTL A,0,18.8,27,
-114.0133333,51.1225,,2022,3031092.2022.5.4,,2022-05-04 0:00,0,,29,,,,14.2,,,,0,5,,0,49,,,,AB,8.3,3031092,4,46,3.8,CALGARY INTL A,0,20.1,25,
-114.0133333,51.1225,,2022,3031092.2022.5.5,,2022-05-05 0:00,0,,21,,T,,15.2,,,,0,5,,0,66,,,T,AB,9.4,3031092,5,48,2.8,CALGARY INTL A,0,20.9,31,
-114.0133333,51.1225,,2022,3031092.2022.5.6,,2022-05-06 0:00,0,,29,,,,11.8,,,,0,5,,0,56,,,,AB,6.8,3031092,6,69,6.2,CALGARY INTL A,0,16.8,12,
-114.0133333,51.1225,,2022,3031092.2022.5.7,,2022-05-07 0:00,0,,31,,T,,9.3,,,,0,5,,0,66,,,T,AB,2.8,3031092,7,47,8.7,CALGARY INTL A,0,15.7,18,
-114.0133333,51.1225,,2022,3031092.2022.5.8,T,2022-05-08 0:00,3.8,,22,,,,5.6,,0,,0,5,,3,96,,,,AB,0.3,3031092,8,61,12.4,CALGARY INTL A,0.8,10.9,46,
-114.0133333,51.1225,,2022,3031092.2022.5.9,T,2022-05-09 0:00,1,,31,,,,4.5,,0,,0,5,T,1,96,,,,AB,0.4,3031092,9,32,13.5,CALGARY INTL A,0,8.5,44,
-114.0133333,51.1225,,2022,3031092.2022.5.10,,2022-05-10 0:00,1.2,,35,,,,4.8,,,,0,5,,1.2,94,,,,AB,-0.1,3031092,10,53,13.2,CALGARY INTL A,0,9.6,55,
-114.0133333,51.1225,,2022,3031092.2022.5.11,,2022-05-11 0:00,0,,,,,M,7,M,,,0,5,,0,91,,,,AB,0.8,3031092,11,,11,CALGARY INTL A,0,13.2,24,
-114.0133333,51.1225,,2022,3031092.2022.5.12,,2022-05-12 0:00,0,,17,,,,8.1,,,,0,5,,0,64,,,,AB,-0.5,3031092,12,54,9.9,CALGARY INTL A,0,16.7,18,
-114.0133333,51.1225,,2022,3031092.2022.5.13,,2022-05-13 0:00,0,,6,,,,6.5,,,,0,5,,0,78,,,,AB,-0.8,3031092,13,38,11.5,CALGARY INTL A,0,13.7,26,
-114.0133333,51.1225,,2022,3031092.2022.5.14,,2022-05-14 0:00,0,,28,,T,,10,,,,0,5,,0,49,,,T,AB,3.5,3031092,14,42,8,CALGARY INTL A,0,16.5,19,
-114.0133333,51.1225,,2022,3031092.2022.5.15,,2022-05-15 0:00,0,,31,,,,9.8,,,,0,5,,0,52,,,,AB,1.2,3031092,15,34,8.2,CALGARY INTL A,0,18.4,23,
-114.0133333,51.1225,,2022,3031092.2022.5.16,,2022-05-16 0:00,0,,28,,,,13.5,,,,0,5,,0,70,,,,AB,6,3031092,16,46,4.5,CALGARY INTL A,0,21,20,
-114.0133333,51.1225,,2022,3031092.2022.5.17,,2022-05-17 0:00,2.7,,1,,,,8.7,,,,0,5,,2.7,85,,,,AB,4.5,3031092,17,52,9.3,CALGARY INTL A,0,12.8,42,
-114.0133333,51.1225,,2022,3031092.2022.5.18,,2022-05-18 0:00,0,,29,,T,,9.5,,,,0,5,,0,86,,,T,AB,1.9,3031092,18,79,8.5,CALGARY INTL A,0,17.1,29,
-114.0133333,51.1225,,2022,3031092.2022.5.19,,2022-05-19 0:00,3.2,,32,,,,4.6,,,,0,5,T,3.2,92,,,,AB,1.8,3031092,19,78,13.4,CALGARY INTL A,0,7.4,49,
